Type,No_of_Bills,Timestamp,Invoice_No_,Staff,Name,Phone,f0_
Details,,2024-10-09 22:36:25+00:00,11178,TD,,,8.0
Details,,2024-10-02 15:20:21+00:00,10744,TD,,,6.0
Details,,2024-10-08 22:21:24+00:00,11133,TD,,,18.0
Details,,2024-10-02 20:46:39+00:00,10767,TD,,,3.0
Details,,2024-10-02 22:43:04+00:00,10791,TD,,,6.0
Details,,2024-10-15 22:28:24+00:00,11601,TD,,,5.0
Details,,2024-10-07 22:50:28+00:00,11093,TD,,,4.0
Details,,2024-10-14 14:58:45+00:00,11533,TD,,,1.0
Details,,2024-10-13 15:35:54+00:00,11440,TD,,,3.0
Details,,2024-10-16 15:43:57+00:00,11634,TD,,,2.0
Details,,2024-10-02 22:25:09+00:00,10785,TD,,,5.0
Details,,2024-10-04 22:54:28+00:00,10890,TD,,,12.0
Details,,2024-10-13 15:58:14+00:00,11451,TD,,,6.0
Details,,2024-10-13 14:28:52+00:00,11427,TD,,,2.0
Details,,2024-10-09 13:16:22+00:00,11147,TD,,,4.0
Details,,2024-10-16 13:28:20+00:00,11624,TD,,,5.0
Details,,2024-10-04 20:18:45+00:00,10865,TD,,,1.0
Details,,2024-10-07 21:47:36+00:00,11087,TD,,,7.0
Details,,2024-10-08 15:38:27+00:00,11108,TD,,,3.0
Details,,2024-10-12 16:03:46+00:00,11340,TD,,,3.0
Details,,2024-10-05 22:41:20+00:00,10951,TD,,,6.0
Details,,2024-10-13 22:14:40+00:00,11501,TD,,,8.0
Details,,2024-10-04 14:38:47+00:00,10857,TD,,,7.0
Details,,2024-10-16 23:00:40+00:00,11673,TD,,,4.0
Details,,2024-10-16 13:19:06+00:00,11623,TD,,,3.0
Details,,2024-10-16 23:02:27+00:00,11675,TD,,,7.0
Details,,2024-10-13 22:08:08+00:00,11499,TD,,,4.0
Details,,2024-10-12 23:16:43+00:00,11400,TD,,,4.0
Details,,2024-10-12 22:59:58+00:00,11391,TD,,,11.0
Details,,2024-10-02 20:46:35+00:00,10766,TD,,,3.0
Details,,2024-10-13 15:56:55+00:00,11450,TD,,,6.0
Details,,2024-10-02 14:25:01+00:00,10731,TD,,,4.0
Details,,2024-10-16 21:08:14+00:00,11662,TD,,,4.0
Details,,2024-10-11 15:05:44+00:00,11245,TD,,,3.0
Details,,2024-10-04 21:30:18+00:00,10870,TD,,,4.0
Details,,2024-10-01 14:51:31+00:00,10679,TD,,,3.0
Details,,2024-10-04 22:01:20+00:00,10877,TD,,,2.0
Details,,2024-10-11 22:37:44+00:00,11283,TD,,,6.0
Details,,2024-10-04 23:58:18+00:00,10897,TD,,,10.0
Details,,2024-10-16 17:06:46+00:00,11636,TD,,,15.0
Details,,2024-10-15 22:08:28+00:00,11597,TD,,,6.0
Details,,2024-10-13 21:53:29+00:00,11495,TD,,,4.0
Details,,2024-10-05 15:21:29+00:00,10912,TD,,,3.0
Details,,2024-10-11 13:49:56+00:00,11234,TD,,,1.0
Details,,2024-10-13 20:54:12+00:00,11480,TD,,,4.0
Details,,2024-10-03 00:06:05+00:00,10800,TD,,,5.0
Details,,2024-10-16 13:16:00+00:00,11622,TD,,,3.0
Details,,2024-10-05 15:53:40+00:00,10915,TD,,,4.0
Details,,2024-10-02 23:22:48+00:00,10795,TD,,,7.0
Details,,2024-10-02 14:57:08+00:00,10736,TD,,,3.0
Details,,2024-10-12 22:50:14+00:00,11386,TD,,,4.0
Details,,2024-10-02 15:19:02+00:00,10742,TD,,,3.0
Details,,2024-10-12 00:21:34+00:00,11305,TD,,,2.0
Details,,2024-10-12 14:52:06+00:00,11325,TD,,,12.0
Details,,2024-10-07 15:12:03+00:00,11063,TD,,,3.0
Details,,2024-10-12 22:44:27+00:00,11383,TD,,,5.0
Details,,2024-10-12 21:04:16+00:00,11370,TD,,,7.0
Details,,2024-10-02 21:46:23+00:00,10781,TD,,,2.0
Details,,2024-10-09 14:23:19+00:00,11154,TD,,,2.0
Details,,2024-10-02 21:51:50+00:00,10782,TD,,,3.0
Details,,2024-10-02 23:13:25+00:00,10794,TD,,,2.0
Details,,2024-10-05 21:38:08+00:00,10940,TD,,,6.0
Details,,2024-10-13 20:43:54+00:00,11476,TD,,,4.0
Details,,2024-10-11 14:42:44+00:00,11237,TD,,,2.0
Details,,2024-10-13 22:03:39+00:00,11497,TD,,,4.0
Details,,2024-10-11 22:56:58+00:00,11286,TD,,,2.0
Details,,2024-10-13 23:03:31+00:00,11512,TD,,,2.0
Details,,2024-10-13 21:13:00+00:00,11485,TD,,,4.0
Details,,2024-10-11 23:40:33+00:00,11297,TD,,,9.0
Details,,2024-10-06 12:41:15+00:00,10974,TD,,,2.0
Details,,2024-10-08 15:48:56+00:00,11112,TD,,,2.0
Details,,2024-10-12 16:00:47+00:00,11338,TD,,,2.0
Details,,2024-10-06 15:05:49+00:00,10991,SM,,,12.0
Details,,2024-10-11 15:29:26+00:00,11246,TD,,,3.0
Details,,2024-10-16 14:36:06+00:00,11628,TD,,,2.0
Details,,2024-10-13 21:14:35+00:00,11486,TD,,,3.0
Details,,2024-10-04 23:03:05+00:00,10891,TD,,,3.0
Details,,2024-10-13 14:58:35+00:00,11430,TD,,,8.0
Details,,2024-10-13 14:59:52+00:00,11432,TD,,,4.0
Details,,2024-10-05 22:13:04+00:00,10945,TD,,,5.0
Details,,2024-10-04 13:40:57+00:00,10853,TD,,,4.0
Details,,2024-10-15 15:25:33+00:00,11569,TD,,,2.0
Details,,2024-10-15 22:43:44+00:00,11604,TD,,,5.0
Details,,2024-10-02 22:26:29+00:00,10786,TD,,,4.0
Details,,2024-10-16 22:09:25+00:00,11666,TD,,,2.0
Details,,2024-10-02 20:40:33+00:00,10764,TD,,,2.0
Details,,2024-10-16 15:37:05+00:00,11633,TD,,,6.0
Details,,2024-10-06 13:57:26+00:00,10983,TD,,,6.0
Details,,2024-10-03 00:22:27+00:00,10802,TD,,,2.0
Details,,2024-10-11 22:20:10+00:00,11281,TD,,,4.0
Details,,2024-10-10 00:28:53+00:00,11188,TD,,,8.0
Details,,2024-10-16 20:46:42+00:00,11658,TD,,,2.0
Details,,2024-10-02 21:46:19+00:00,10780,TD,,,2.0
Details,,2024-10-14 22:54:23+00:00,11557,TD,,,5.0
Details,,2024-10-02 14:48:09+00:00,10735,TD,,,4.0
Details,,2024-10-07 21:41:14+00:00,11086,TD,,,5.0
Details,,2024-10-14 00:21:49+00:00,11524,TD,,,4.0
Details,,2024-10-11 15:30:33+00:00,11247,TD,,,5.0
Details,,2024-10-16 21:03:50+00:00,11661,TD,,,6.0
Details,,2024-10-05 22:14:03+00:00,10946,TD,,,6.0
Details,,2024-10-07 23:05:05+00:00,11096,TD,,,4.0
Details,,2024-10-02 14:58:31+00:00,10737,TD,,,5.0
Details,,2024-10-08 15:39:26+00:00,11109,TD,,,3.0
Details,,2024-10-01 22:30:41+00:00,10707,TD,,,12.0
Details,,2024-10-04 22:32:39+00:00,10883,TD,,,2.0
Details,,2024-10-02 15:00:36+00:00,10739,TD,,,3.0
Details,,2024-10-08 15:13:28+00:00,11107,TD,,,2.0
Details,,2024-10-09 13:26:48+00:00,11148,TD,,,2.0
Details,,2024-10-03 00:01:15+00:00,10799,TD,,,3.0
Details,,2024-10-09 22:57:24+00:00,11180,TD,,,5.0
Details,,2024-10-09 23:49:50+00:00,11184,TD,,,6.0
Details,,2024-10-12 23:56:13+00:00,11402,TD,,,5.0
Details,,2024-10-09 22:02:57+00:00,11175,TD,,,3.0
Details,,2024-10-02 13:47:08+00:00,10729,TD,,,3.0
Details,,2024-10-12 15:13:26+00:00,11328,TD,,,2.0
Details,,2024-10-14 21:40:25+00:00,11549,TD,,,3.0
Details,,2024-10-04 14:25:41+00:00,10854,TD,,,4.0
Details,,2024-10-06 16:05:11+00:00,10996,TD,,,10.0
Details,,2024-10-12 00:21:44+00:00,11306,TD,,,4.0
Details,,2024-10-09 21:41:48+00:00,11172,TD,,,3.0
Details,,2024-10-04 14:28:40+00:00,10856,TD,,,1.0
Details,,2024-10-13 14:58:59+00:00,11431,TD,,,4.0
Details,,2024-10-13 15:46:14+00:00,11445,TD,,,3.0
Details,,2024-10-16 14:57:20+00:00,11629,TD,,,6.0
Details,,2024-10-02 21:28:00+00:00,10773,TD,,,7.0
Details,,2024-10-14 21:52:34+00:00,11552,TD,,,4.0
Details,,2024-10-11 21:30:09+00:00,11269,TD,,,2.0
Details,,2024-10-07 14:07:23+00:00,11062,TD,,,4.0
Details,,2024-10-16 22:24:29+00:00,11670,TD,,,2.0
Details,,2024-10-11 14:25:16+00:00,11235,TD,,,4.0
Details,,2024-10-12 16:04:05+00:00,11341,TD,,,2.0
Details,,2024-10-07 22:54:21+00:00,11094,TD,,,4.0
Details,,2024-10-11 23:17:33+00:00,11290,TD,,,4.0
Details,,2024-10-11 23:29:53+00:00,11295,TD,,,2.0
Details,,2024-10-07 23:20:58+00:00,11100,TD,,,2.0
Details,,2024-10-04 21:59:23+00:00,10876,TD,,,6.0
Details,,2024-10-11 22:49:57+00:00,11284,TD,,,4.0
Details,,2024-10-11 15:04:48+00:00,11244,TD,,,6.0
Details,,2024-10-15 00:03:41+00:00,11561,TD,,,2.0
Details,,2024-10-02 22:37:45+00:00,10788,TD,,,4.0
Details,,2024-10-02 14:39:31+00:00,10732,TD,,,5.0
Details,,2024-10-02 15:30:31+00:00,10747,TD,,,10.0
Details,,2024-10-16 20:37:51+00:00,3124,SK,,,2.0
Details,,2024-10-13 15:32:04+00:00,11438,TD,,,2.0
Details,,2024-10-15 22:14:38+00:00,11599,TD,,,5.0
Details,,2024-10-11 22:19:43+00:00,11280,TD,,,2.0
Details,,2024-10-13 22:33:49+00:00,11505,TD,,,3.0
Details,,2024-10-13 15:40:49+00:00,11444,TD,,,2.0
Details,,2024-10-09 21:51:54+00:00,11173,TD,,,2.0
Details,,2024-10-02 14:40:11+00:00,10733,TD,,,3.0
Details,,2024-10-16 15:09:56+00:00,11630,TD,,,2.0
Details,,2024-10-14 00:07:21+00:00,11522,TD,,,5.0
Details,,2024-10-13 21:38:54+00:00,3085,TD,,,4.0
Details,,2024-10-11 21:26:23+00:00,3030,TD,,,2.0
Details,,2024-10-13 22:03:30+00:00,11496,TD,,,2.0
Details,,2024-10-04 21:46:22+00:00,2942,TD,,,1.0
Details,,2024-10-09 22:25:15+00:00,3010,TD,,,2.0
Details,,2024-10-04 14:48:43+00:00,2938,TD,,,4.0
